School,Player_Type,Position_Type,Position,Drafted,Team
Oregon St.,offense,backs_receivers,RB,Yes,Atlanta Falcons
Georgia,defense,line_backer,ILB,Yes,Atlanta Falcons
South Carolina,defense,defensive_lineman,DE,Yes,Atlanta Falcons
Colorado,defense,defensive_back,CB,Yes,Baltimore Ravens
Texas,defense,defensive_back,CB,Yes,Baltimore Ravens
Indiana,offense,backs_receivers,WR,Yes,Baltimore Ravens
Georgia Tech,offense,backs_receivers,RB,Yes,Baltimore Ravens
Central Florida,offense,offensive_lineman,OT,Yes,Baltimore Ravens
Virginia Tech,offense,backs_receivers,QB,Yes,Baltimore Ravens
Maryland,offense,backs_receivers,WR,Yes,Baltimore Ravens
Mississippi St.,defense,defensive_lineman,DE,Yes,Baltimore Ravens
Texas,defense,defensive_back,CB,Yes,Buffalo Bills
North Carolina,offense,backs_receivers,RB,Yes,Buffalo Bills
Alabama,defense,defensive_lineman,DT,Yes,Buffalo Bills
Clemson,offense,offensive_lineman,OT,Yes,Buffalo Bills
North Carolina,defense,defensive_back,SS,Yes,Buffalo Bills
Richmond,defense,defensive_back,CB,Yes,Buffalo Bills
LSU,defense,line_backer,ILB,Yes,Buffalo Bills
Mississippi St.,defense,line_backer,ILB,Yes,Buffalo Bills
Stanford,defense,defensive_lineman,DT,Yes,Carolina Panthers
Auburn,offense,offensive_lineman,OT,Yes,Carolina Panthers
South Florida,defense,defensive_lineman,DT,Yes,Carolina Panthers
Connecticut,defense,line_backer,OLB,Yes,Carolina Panthers
Auburn,offense,backs_receivers,QB,Yes,Carolina Panthers
Hawaii,offense,backs_receivers,WR,Yes,Carolina Panthers
West Virginia,defense,defensive_back,CB,Yes,Carolina Panthers
Idaho,offense,backs_receivers,QB,Yes,Chicago Bears
California,defense,defensive_back,FS,Yes,Chicago Bears
Oregon St.,defense,defensive_lineman,DT,Yes,Chicago Bears
Wisconsin,offense,offensive_lineman,OT,Yes,Chicago Bears
West Virginia,defense,line_backer,OLB,Yes,Chicago Bears
TCU,offense,backs_receivers,QB,Yes,Cincinnati Bengals
Stanford,offense,backs_receivers,WR,Yes,Cincinnati Bengals
Georgia,offense,backs_receivers,WR,Yes,Cincinnati Bengals
West Virginia,defense,defensive_back,FS,Yes,Cincinnati Bengals
Georgia,offense,offensive_lineman,OG,Yes,Cincinnati Bengals
Nevada,defense,line_backer,OLB,Yes,Cincinnati Bengals
Baylor,defense,defensive_lineman,DT,Yes,Cleveland Browns
Stanford,offense,backs_receivers,FB,Yes,Cleveland Browns
USC,offense,backs_receivers,TE,Yes,Cleveland Browns
Nebraska,defense,defensive_back,FS,Yes,Cleveland Browns
North Carolina,offense,backs_receivers,WR,Yes,Cleveland Browns
Pittsburgh,offense,offensive_lineman,OT,Yes,Cleveland Browns
Pittsburgh,defense,defensive_lineman,DE,Yes,Cleveland Browns
Tenn-Chattanooga,defense,defensive_back,CB,Yes,Cleveland Browns
USC,offense,offensive_lineman,OT,Yes,Dallas Cowboys
Buffalo,defense,defensive_back,CB,Yes,Dallas Cowboys
Missouri State,offense,offensive_lineman,OG,Yes,Dallas Cowboys
Oklahoma,offense,backs_receivers,RB,Yes,Dallas Cowboys
Georgia,offense,backs_receivers,FB,Yes,Dallas Cowboys
North Carolina,defense,line_backer,OLB,Yes,Dallas Cowboys
East Carolina,offense,backs_receivers,WR,Yes,Dallas Cowboys
Miami (FL),offense,offensive_lineman,OT,Yes,Denver Broncos
California,defense,line_backer,ILB,Yes,Denver Broncos
UCLA,defense,defensive_back,FS,Yes,Denver Broncos
Portland St.,offense,backs_receivers,TE,Yes,Denver Broncos
Texas A&M,defense,line_backer,OLB,Yes,Denver Broncos
Oklahoma,defense,defensive_back,FS,Yes,Denver Broncos
Oklahoma,defense,defensive_lineman,DE,Yes,Denver Broncos
North Carolina St.,defense,line_backer,ILB,Yes,Denver Broncos
Nevada,offense,backs_receivers,TE,Yes,Denver Broncos
Syracuse,defense,line_backer,OLB,Yes,Detroit Lions
Illinois,offense,backs_receivers,RB,Yes,Detroit Lions
Boise St.,offense,backs_receivers,WR,Yes,Detroit Lions
Auburn,defense,defensive_lineman,DT,Yes,Detroit Lions
Arkansas,offense,backs_receivers,TE,Yes,Green Bay Packers
Appalachian St.,defense,line_backer,OLB,Yes,Green Bay Packers
Mississippi St.,offense,offensive_lineman,OT,Yes,Green Bay Packers
Utah,offense,offensive_lineman,OG,Yes,Green Bay Packers
New Mexico St.,defense,defensive_back,CB,Yes,Green Bay Packers
Arizona St.,defense,defensive_lineman,DT,Yes,Green Bay Packers
Hawaii,offense,backs_receivers,RB,Yes,Green Bay Packers
Arizona,defense,defensive_lineman,DE,Yes,Green Bay Packers
Kentucky,offense,backs_receivers,WR,Yes,Green Bay Packers
Wisconsin,defense,defensive_lineman,DE,Yes,Houston Texans
North Carolina,offense,backs_receivers,QB,Yes,Houston Texans
Idaho,defense,defensive_back,SS,Yes,Houston Texans
Miami (FL),defense,defensive_back,CB,Yes,Houston Texans
Rice,defense,defensive_lineman,DE,Yes,Houston Texans
Arizona,defense,line_backer,OLB,Yes,Houston Texans
Arkansas St.,offense,offensive_lineman,OT,Yes,Houston Texans
Boston Col.,offense,offensive_lineman,OT,Yes,Indianapolis Colts
Michigan St.,defense,defensive_back,CB,Yes,Indianapolis Colts
Syracuse,offense,backs_receivers,RB,Yes,Indianapolis Colts
LSU,defense,defensive_lineman,DT,Yes,Indianapolis Colts
Villanova,offense,offensive_lineman,OG,Yes,Indianapolis Colts
Mount Union,offense,backs_receivers,WR,Yes,Jacksonville Jaguars
Lehigh,offense,offensive_lineman,OG,Yes,Jacksonville Jaguars
Missouri,offense,backs_receivers,QB,Yes,Jacksonville Jaguars
Pittsburgh,offense,backs_receivers,WR,Yes,Kansas City Chiefs
Colorado,defense,defensive_back,CB,Yes,Kansas City Chiefs
Miami (FL),defense,defensive_lineman,DE,Yes,Kansas City Chiefs
Georgia,defense,line_backer,OLB,Yes,Kansas City Chiefs
Mississippi,defense,defensive_lineman,DT,Yes,Kansas City Chiefs
Florida St.,offense,offensive_lineman,C,Yes,Kansas City Chiefs
Iowa,offense,backs_receivers,QB,Yes,Kansas City Chiefs
Illinois,defense,defensive_lineman,DT,Yes,San Diego Chargers
USC,defense,defensive_back,CB,Yes,San Diego Chargers
San Diego St.,offense,backs_receivers,WR,Yes,San Diego Chargers
Michigan,defense,line_backer,OLB,Yes,San Diego Chargers
Michigan,offense,offensive_lineman,OG,Yes,San Diego Chargers
Clemson,defense,defensive_back,CB,Yes,San Diego Chargers
Connecticut,offense,backs_receivers,RB,Yes,San Diego Chargers
Hawaii,offense,backs_receivers,WR,Yes,St. Louis Rams
North Carolina,defense,defensive_lineman,DE,Yes,St. Louis Rams
Boise St.,offense,backs_receivers,WR,Yes,St. Louis Rams
Wisconsin,offense,backs_receivers,TE,Yes,St. Louis Rams
Ohio St.,defense,defensive_back,SS,Yes,St. Louis Rams
Tulsa,offense,backs_receivers,FB,Yes,Miami Dolphins
Abilene Christian,offense,backs_receivers,WR,Yes,Miami Dolphins
Kansas St.,offense,backs_receivers,RB,Yes,Miami Dolphins
Florida,offense,offensive_lineman,OG,Yes,Miami Dolphins
Iowa,defense,defensive_lineman,DE,Yes,Minnesota Vikings
Ohio St.,defense,line_backer,OLB,Yes,Minnesota Vikings
Notre Dame,offense,backs_receivers,TE,Yes,Minnesota Vikings
Slippery Rock,offense,offensive_lineman,C,Yes,Minnesota Vikings
Florida St.,offense,backs_receivers,QB,Yes,Minnesota Vikings
Arkansas,offense,offensive_lineman,OT,Yes,Minnesota Vikings
West Texas A&M,offense,backs_receivers,WR,Yes,Minnesota Vikings
Utah,defense,defensive_back,CB,Yes,Minnesota Vikings
Arizona,defense,defensive_lineman,DE,Yes,Minnesota Vikings
Virginia,defense,defensive_back,CB,Yes,New England Patriots
TCU,offense,offensive_lineman,OT,Yes,New England Patriots
Colorado,offense,offensive_lineman,OT,Yes,New England Patriots
Arkansas,offense,backs_receivers,QB,Yes,New England Patriots
LSU,offense,backs_receivers,RB,Yes,New England Patriots
California,offense,backs_receivers,RB,Yes,New England Patriots
Marshall,offense,backs_receivers,TE,Yes,New England Patriots
Illinois,defense,line_backer,ILB,Yes,New Orleans Saints
Alabama,offense,backs_receivers,RB,Yes,New Orleans Saints
California,defense,defensive_lineman,DE,Yes,New Orleans Saints
Pittsburgh,defense,defensive_lineman,DE,Yes,New Orleans Saints
Louisville,defense,defensive_back,CB,Yes,New Orleans Saints
North Carolina,defense,defensive_lineman,DT,Yes,New York Giants
Iowa,defense,defensive_back,SS,Yes,New York Giants
Nebraska,defense,defensive_back,CB,Yes,New York Giants
Michigan St.,defense,line_backer,ILB,Yes,New York Giants
Indiana,offense,offensive_lineman,OT,Yes,New York Giants
Troy,offense,backs_receivers,WR,Yes,New York Giants
Maryland,offense,backs_receivers,RB,Yes,New York Giants
Kansas St.,defense,defensive_lineman,DT,Yes,New York Jets
Temple,defense,defensive_lineman,DT,Yes,New York Jets
Alabama,offense,backs_receivers,QB,Yes,New York Jets
TCU,offense,backs_receivers,WR,Yes,New York Jets
Louisville,offense,backs_receivers,RB,Yes,New York Jets
LSU,offense,offensive_lineman,OT,Yes,Oakland Raiders
Miami (FL),defense,defensive_back,CB,Yes,Oakland Raiders
Tennessee,offense,backs_receivers,WR,Yes,Oakland Raiders
Penn St.,offense,offensive_lineman,C,Yes,Oakland Raiders
East. Washington,offense,backs_receivers,RB,Yes,Oakland Raiders
Ohio St.,defense,defensive_back,CB,Yes,Oakland Raiders
Oregon,defense,line_backer,ILB,Yes,Philadelphia Eagles
Cincinnati,offense,offensive_lineman,C,Yes,Philadelphia Eagles
Utah St.,defense,defensive_back,CB,Yes,Philadelphia Eagles
Iowa,offense,offensive_lineman,OG,Yes,Philadelphia Eagles
USC,offense,backs_receivers,FB,Yes,Philadelphia Eagles
Temple,defense,defensive_back,FS,Yes,Philadelphia Eagles
Pittsburgh,offense,backs_receivers,RB,Yes,Philadelphia Eagles
Connecticut,defense,line_backer,ILB,Yes,Philadelphia Eagles
Baylor,offense,offensive_lineman,OG,Yes,Philadelphia Eagles
Nebraska,special_teams,kicking_specialist,K,Yes,Philadelphia Eagles
Ohio St.,defense,line_backer,OLB,Yes,Philadelphia Eagles
Citadel,defense,defensive_back,CB,Yes,Pittsburgh Steelers
Texas,defense,defensive_back,CB,Yes,Pittsburgh Steelers
Florida,offense,offensive_lineman,OT,Yes,Pittsburgh Steelers
Nebraska,offense,offensive_lineman,OG,Yes,Pittsburgh Steelers
Ohio St.,defense,defensive_lineman,DE,Yes,Pittsburgh Steelers
Fresno St.,defense,line_backer,OLB,Yes,Pittsburgh Steelers
South Carolina,defense,defensive_back,CB,Yes,San Francisco 49ers
Central Florida,defense,line_backer,OLB,Yes,San Francisco 49ers
Nevada,offense,backs_receivers,QB,Yes,San Francisco 49ers
USC,offense,backs_receivers,WR,Yes,San Francisco 49ers
Missouri,defense,defensive_lineman,DE,Yes,San Francisco 49ers
Appalachian St.,offense,offensive_lineman,OG,Yes,San Francisco 49ers
Oklahoma St.,offense,backs_receivers,RB,Yes,San Francisco 49ers
Montana St.,offense,offensive_lineman,OG,Yes,San Francisco 49ers
Stanford,defense,defensive_back,CB,Yes,Seattle Seahawks
Mississippi St.,defense,line_backer,OLB,Yes,Seattle Seahawks
Wisconsin,offense,offensive_lineman,OG,Yes,Seattle Seahawks
Clemson,defense,defensive_back,CB,Yes,Seattle Seahawks
Alabama,offense,offensive_lineman,OT,Yes,Seattle Seahawks
Appalachian St.,defense,defensive_back,FS,Yes,Seattle Seahawks
Washington,defense,line_backer,OLB,Yes,Tampa Bay Buccaneers
Idaho,offense,backs_receivers,TE,Yes,Tampa Bay Buccaneers
Clemson,defense,defensive_lineman,DE,Yes,Tampa Bay Buccaneers
USC,offense,backs_receivers,RB,Yes,Tampa Bay Buccaneers
Iowa,defense,defensive_lineman,DE,Yes,Tampa Bay Buccaneers
Florida,defense,defensive_back,SS,Yes,Tampa Bay Buccaneers
Tennessee,offense,backs_receivers,TE,Yes,Tampa Bay Buccaneers
Miami (FL),defense,line_backer,ILB,Yes,Tennessee Titans
USC,defense,defensive_lineman,DT,Yes,Tennessee Titans
UCLA,defense,line_backer,OLB,Yes,Tennessee Titans
Iowa,defense,defensive_lineman,DE,Yes,Tennessee Titans
Washington,offense,backs_receivers,QB,Yes,Tennessee Titans
Clemson,offense,backs_receivers,RB,Yes,Tennessee Titans
Nebraska,offense,backs_receivers,RB,Yes,Washington Redskins
SMU,offense,backs_receivers,WR,Yes,Washington Redskins
West Virginia,defense,defensive_lineman,DT,Yes,Washington Redskins
Miami (FL),offense,backs_receivers,WR,Yes,Washington Redskins
Penn St.,offense,backs_receivers,RB,Yes,Washington Redskins
Florida St.,defense,defensive_lineman,DE,Yes,Washington Redskins
Clemson,defense,defensive_lineman,DT,Yes,Washington Redskins
Nebraska,offense,backs_receivers,WR,Yes,Washington Redskins
Florida,offense,offensive_lineman,OG,Yes,Washington Redskins
Purdue,defense,defensive_lineman,DE,Yes,Washington Redskins
Nebraska,defense,defensive_back,SS,Yes,Washington Redskins
Boise St.,defense,defensive_back,CB,Yes,Washington Redskins
Oklahoma,defense,defensive_back,CB,Yes,Arizona Cardinals
San Diego St.,offense,backs_receivers,QB,Yes,Arizona Cardinals
Notre Dame,offense,backs_receivers,WR,Yes,Arizona Cardinals
Presbyterian,defense,defensive_back,FS,Yes,Arizona Cardinals
Washington,offense,offensive_lineman,OG,Yes,Arizona Cardinals
Mississippi,offense,offensive_lineman,OT,Yes,Arizona Cardinals
Boise St.,offense,offensive_lineman,OT,Yes,Arizona Cardinals
Wisconsin,offense,backs_receivers,FB,Yes,Atlanta Falcons
Southern Miss,offense,offensive_lineman,OT,Yes,Atlanta Falcons
South Carolina,defense,defensive_lineman,DT,Yes,Atlanta Falcons
Wisconsin,offense,offensive_lineman,C,Yes,Atlanta Falcons
Mississippi St.,defense,defensive_back,SS,Yes,Atlanta Falcons
Troy,defense,line_backer,OLB,Yes,Atlanta Falcons
Alabama,defense,defensive_lineman,DE,Yes,Baltimore Ravens
Cal Poly,defense,defensive_back,CB,Yes,Baltimore Ravens
South Carolina St.,defense,defensive_back,FS,Yes,Baltimore Ravens
Temple,offense,backs_receivers,RB,Yes,Baltimore Ravens
Georgia,defense,defensive_lineman,DT,Yes,Baltimore Ravens
Iowa St.,offense,offensive_lineman,OT,Yes,Baltimore Ravens
Miami (FL),offense,backs_receivers,WR,Yes,Baltimore Ravens
Georgia,offense,offensive_lineman,OT,Yes,Buffalo Bills
Florida St.,offense,offensive_lineman,OT,Yes,Buffalo Bills
South Carolina,defense,defensive_back,CB,Yes,Buffalo Bills
LSU,defense,defensive_back,CB,Yes,Buffalo Bills
Florida St.,defense,line_backer,OLB,Yes,Buffalo Bills
Oregon,offense,offensive_lineman,OG,Yes,Buffalo Bills
North Carolina St.,offense,backs_receivers,WR,Yes,Buffalo Bills
TCU,defense,line_backer,ILB,Yes,Buffalo Bills
Arkansas,offense,backs_receivers,WR,Yes,Carolina Panthers
Oklahoma,defense,defensive_lineman,DE,Yes,Carolina Panthers
Midwestern St.,offense,offensive_lineman,OG,Yes,Carolina Panthers
Wisconsin,special_teams,kicking_specialist,P,Yes,Carolina Panthers
Boston Col.,defense,line_backer,ILB,Yes,Carolina Panthers
Coastal Carolina,defense,defensive_back,CB,Yes,Carolina Panthers
Temple,offense,backs_receivers,FB,Yes,Chicago Bears
South Carolina,offense,backs_receivers,WR,Yes,Chicago Bears
Boise St.,defense,line_backer,OLB,Yes,Chicago Bears
Rutgers,offense,backs_receivers,WR,Yes,Cincinnati Bengals
California,offense,backs_receivers,WR,Yes,Cincinnati Bengals
Penn St.,defense,defensive_lineman,DT,Yes,Cincinnati Bengals
Iowa,defense,defensive_back,CB,Yes,Cincinnati Bengals
Wisconsin,offense,offensive_lineman,OG,Yes,Cincinnati Bengals
Georgia,offense,backs_receivers,TE,Yes,Cincinnati Bengals
Ohio St.,offense,backs_receivers,RB,Yes,Cincinnati Bengals
Alabama,defense,defensive_back,CB,Yes,Cincinnati Bengals
Clemson,defense,defensive_lineman,DT,Yes,Cincinnati Bengals
Boise St.,defense,defensive_back,FS,Yes,Cincinnati Bengals
Alabama,offense,backs_receivers,RB,Yes,Cleveland Browns
Miami (FL),offense,backs_receivers,WR,Yes,Cleveland Browns
Boise St.,defense,defensive_lineman,DE,Yes,Cleveland Browns
Cincinnati,defense,defensive_lineman,DT,Yes,Cleveland Browns
Texas,defense,line_backer,OLB,Yes,Cleveland Browns
California,offense,offensive_lineman,OT,Yes,Cleveland Browns
Colorado,offense,offensive_lineman,OG,Yes,Cleveland Browns
Oklahoma St.,offense,backs_receivers,QB,Yes,Cleveland Browns
Nevada,defense,line_backer,ILB,Yes,Cleveland Browns
Arizona,defense,defensive_back,CB,Yes,Cleveland Browns
Boise St.,defense,defensive_lineman,DE,Yes,Dallas Cowboys
Montana,defense,line_backer,ILB,Yes,Dallas Cowboys
LSU,defense,defensive_back,CB,Yes,Dallas Cowboys
Oklahoma,offense,backs_receivers,TE,Yes,Dallas Cowboys
Virginia Tech,offense,backs_receivers,WR,Yes,Dallas Cowboys
Wake Forest,defense,line_backer,OLB,Yes,Dallas Cowboys
Arizona St.,offense,backs_receivers,QB,Yes,Denver Broncos
Tennessee,defense,defensive_lineman,DE,Yes,Denver Broncos
Cincinnati,defense,defensive_lineman,DT,Yes,Denver Broncos
Baylor,offense,offensive_lineman,C,Yes,Denver Broncos
Arizona St.,defense,defensive_back,CB,Yes,Denver Broncos
San Diego St.,offense,backs_receivers,RB,Yes,Denver Broncos
Kentucky,defense,line_backer,OLB,Yes,Denver Broncos
Oklahoma,defense,line_backer,OLB,Yes,Detroit Lions
Colorado,defense,defensive_back,CB,Yes,Detroit Lions
Oklahoma,offense,backs_receivers,WR,Yes,Detroit Lions
Oklahoma,defense,line_backer,OLB,Yes,Detroit Lions
Iowa,offense,offensive_lineman,OT,Yes,Detroit Lions
Temple,defense,line_backer,OLB,Yes,Detroit Lions
Michigan St.,defense,defensive_lineman,DT,Yes,Green Bay Packers
USC,defense,defensive_lineman,DE,Yes,Green Bay Packers
Maine,defense,defensive_back,SS,Yes,Green Bay Packers
North Carolina St.,defense,line_backer,OLB,Yes,Green Bay Packers
Vanderbilt,defense,defensive_back,CB,Yes,Green Bay Packers
Florida St.,offense,offensive_lineman,OT,Yes,Green Bay Packers
Iowa,defense,defensive_lineman,DT,Yes,Green Bay Packers
Tenn-Chattanooga,offense,backs_receivers,QB,Yes,Green Bay Packers
Ohio St.,offense,backs_receivers,WR,Yes,Houston Texans
Texas A&M,special_teams,kicking_specialist,K,Yes,Houston Texans
Illinois,defense,defensive_lineman,DE,Yes,Houston Texans
Nebraska,defense,defensive_lineman,DE,Yes,Houston Texans
Michigan St.,offense,backs_receivers,WR,Yes,Houston Texans
Georgia,offense,offensive_lineman,C,Yes,Houston Texans
Florida International,offense,backs_receivers,WR,Yes,Indianapolis Colts
Georgia,offense,offensive_lineman,OT,Yes,Indianapolis Colts
Clemson,offense,backs_receivers,TE,Yes,Indianapolis Colts
Ohio,offense,backs_receivers,WR,Yes,Indianapolis Colts
Stanford,offense,backs_receivers,TE,Yes,Indianapolis Colts
Mississippi St.,offense,backs_receivers,RB,Yes,Indianapolis Colts
Stanford,offense,backs_receivers,QB,Yes,Indianapolis Colts
Alabama,defense,defensive_lineman,DT,Yes,Indianapolis Colts
Northern Illinois,offense,backs_receivers,QB,Yes,Indianapolis Colts
Oklahoma St.,offense,backs_receivers,WR,Yes,Jacksonville Jaguars
Florida St.,defense,defensive_back,CB,Yes,Jacksonville Jaguars
Nevada,defense,line_backer,OLB,Yes,Jacksonville Jaguars
California,special_teams,kicking_specialist,P,Yes,Jacksonville Jaguars
Clemson,defense,defensive_lineman,DE,Yes,Jacksonville Jaguars
Illinois,offense,offensive_lineman,OT,Yes,Kansas City Chiefs
Texas A&M,offense,backs_receivers,RB,Yes,Kansas City Chiefs
Memphis,defense,defensive_lineman,DT,Yes,Kansas City Chiefs
Alabama,defense,defensive_back,CB,Yes,Kansas City Chiefs
Fresno St.,offense,backs_receivers,WR,Yes,Kansas City Chiefs
Oklahoma,offense,offensive_lineman,OT,Yes,Kansas City Chiefs
Michigan,offense,backs_receivers,WR,Yes,Kansas City Chiefs
Connecticut,defense,defensive_lineman,DT,Yes,San Diego Chargers
Michigan,offense,offensive_lineman,C,Yes,San Diego Chargers
South Carolina,defense,line_backer,OLB,Yes,San Diego Chargers
Penn St.,offense,offensive_lineman,OG,Yes,San Diego Chargers
Louisiana-Lafayette,offense,backs_receivers,TE,Yes,San Diego Chargers
LSU,defense,defensive_back,SS,Yes,San Diego Chargers
Michigan St.,offense,backs_receivers,RB,Yes,San Diego Chargers
South Carolina,offense,offensive_lineman,OG,Yes,St. Louis Rams
Appalachian St.,offense,backs_receivers,WR,Yes,St. Louis Rams
Cincinnati,offense,backs_receivers,RB,Yes,St. Louis Rams
Montana,defense,defensive_back,CB,Yes,St. Louis Rams
Florida,defense,defensive_back,CB,Yes,St. Louis Rams
Wake Forest,offense,backs_receivers,WR,Yes,St. Louis Rams
LSU,defense,defensive_lineman,DT,Yes,St. Louis Rams
Missouri,offense,backs_receivers,TE,Yes,Miami Dolphins
Texas,defense,defensive_lineman,DT,Yes,Miami Dolphins
Miami (FL),defense,defensive_lineman,DE,Yes,Miami Dolphins
Michigan St.,offense,backs_receivers,WR,Yes,Miami Dolphins
